SalesOrderNumber,OrderDate,ProductKey,ResellerKey,EmployeeKey,SalesTerritoryKey,Quantity,Unit Price,Sales,Cost,Year,Quarter,Month,MonthName,DayOfWeek,WeekOfYear,Profit,ProfitMargin,RevenuePerUnit,Product,Category,Subcategory,Color,Standard Cost,Region,Country,Group,Business Type,Reseller,City,State-Province,Country-Region,Salesperson,Title
SO51836,2019-08-25,376,255,281,4,3,1466.01,4398.03,4664.84,2019,3,8,August,Sunday,34,-266.8100000000004,-6.066579809596579,1466.01,"Road-250 Black, 48",Bikes,Road Bikes,Black,1554.95,Southwest,United States,North America,Value Added Reseller,Swift Cycles,Houston,Texas,United States,Michael Blythe,Sales Representative
SO51855,2019-08-28,605,436,281,4,3,323.99,971.97,1030.95,2019,3,8,August,Wednesday,35,-58.98000000000002,-6.068088521250658,323.99,"Road-750 Black, 48",Bikes,Road Bikes,Black,343.65,Southwest,United States,North America,Value Added Reseller,Sheet Metal Manufacturing,College Station,Texas,United States,Michael Blythe,Sales Representative
SO51855,2019-08-28,240,436,281,4,3,858.9,2576.7,2605.9,2019,3,8,August,Wednesday,35,-29.200000000000273,-1.1332324290759606,858.9,"HL Road Frame - Red, 62",Components,Road Frames,Red,868.63,Southwest,United States,North America,Value Added Reseller,Sheet Metal Manufacturing,College Station,Texas,United States,Michael Blythe,Sales Representative
SO51855,2019-08-28,388,436,281,4,3,672.29,2016.87,2139.24,2019,3,8,August,Wednesday,35,-122.36999999999989,-6.067322137767923,672.29,"Road-550-W Yellow, 44",Bikes,Road Bikes,Yellow,713.08,Southwest,United States,North America,Value Added Reseller,Sheet Metal Manufacturing,College Station,Texas,United States,Michael Blythe,Sales Representative
SO51855,2019-08-28,606,436,281,4,3,323.99,971.97,1030.95,2019,3,8,August,Wednesday,35,-58.98000000000002,-6.068088521250658,323.99,"Road-750 Black, 52",Bikes,Road Bikes,Black,343.65,Southwest,United States,North America,Value Added Reseller,Sheet Metal Manufacturing,College Station,Texas,United States,Michael Blythe,Sales Representative
SO51855,2019-08-28,580,436,281,4,3,1020.59,3061.77,3247.53,2019,3,8,August,Wednesday,35,-185.76000000000022,-6.067078846549552,1020.59,"Road-350-W Yellow, 40",Bikes,Road Bikes,Yellow,1082.51,Southwest,United States,North America,Value Added Reseller,Sheet Metal Manufacturing,College Station,Texas,United States,Michael Blythe,Sales Representative
SO51855,2019-08-28,436,436,281,4,3,356.9,1070.7,1082.83,2019,3,8,August,Wednesday,35,-12.129999999999882,-1.1329037078546635,356.90000000000003,"ML Road Frame-W - Yellow, 48",Components,Road Frames,Yellow,360.94,Southwest,United States,North America,Value Added Reseller,Sheet Metal Manufacturing,College Station,Texas,United States,Michael Blythe,Sales Representative
SO51855,2019-08-28,382,436,281,4,3,672.29,2016.87,2139.24,2019,3,8,August,Wednesday,35,-122.36999999999989,-6.067322137767923,672.29,"Road-550-W Yellow, 38",Bikes,Road Bikes,Yellow,713.08,Southwest,United States,North America,Value Added Reseller,Sheet Metal Manufacturing,College Station,Texas,United States,Michael Blythe,Sales Representative
SO51855,2019-08-28,372,436,281,4,3,1466.01,4398.03,4664.84,2019,3,8,August,Wednesday,35,-266.8100000000004,-6.066579809596579,1466.01,"Road-250 Red, 58",Bikes,Road Bikes,Red,1554.95,Southwest,United States,North America,Value Added Reseller,Sheet Metal Manufacturing,College Station,Texas,United States,Michael Blythe,Sales Representative
SO51855,2019-08-28,380,436,281,4,3,1466.01,4398.03,4664.84,2019,3,8,August,Wednesday,35,-266.8100000000004,-6.066579809596579,1466.01,"Road-250 Black, 58",Bikes,Road Bikes,Black,1554.95,Southwest,United States,North America,Value Added Reseller,Sheet Metal Manufacturing,College Station,Texas,United States,Michael Blythe,Sales Representative
SO51855,2019-08-28,472,436,281,4,3,38.1,114.3,71.25,2019,3,8,August,Wednesday,35,43.05,37.664041994750654,38.1,"Classic Vest, M",Clothing,Vests,Blue,23.75,Southwest,United States,North America,Value Added Reseller,Sheet Metal Manufacturing,College Station,Texas,United States,Michael Blythe,Sales Representative
SO51855,2019-08-28,547,436,281,4,3,48.59,145.77,107.88,2019,3,8,August,Wednesday,35,37.890000000000015,25.99300267544763,48.59,HL Road Pedal,Components,Pedals,Silver/Black,35.96,Southwest,United States,North America,Value Added Reseller,Sheet Metal Manufacturing,College Station,Texas,United States,Michael Blythe,Sales Representative
SO51855,2019-08-28,582,436,281,4,3,1020.59,3061.77,3247.53,2019,3,8,August,Wednesday,35,-185.76000000000022,-6.067078846549552,1020.59,"Road-350-W Yellow, 44",Bikes,Road Bikes,Yellow,1082.51,Southwest,United States,North America,Value Added Reseller,Sheet Metal Manufacturing,College Station,Texas,United States,Michael Blythe,Sales Representative
SO51855,2019-08-28,463,436,281,4,3,14.69,44.07,27.48,2019,3,8,August,Wednesday,35,16.59,37.64465622872702,14.69,"Half-Finger Gloves, S",Clothing,Gloves,Black,9.16,Southwest,United States,North America,Value Added Reseller,Sheet Metal Manufacturing,College Station,Texas,United States,Michael Blythe,Sales Representative
SO51856,2019-08-28,363,435,281,4,3,1376.99,4130.97,3755.94,2019,3,8,August,Wednesday,35,375.0300000000002,9.07849730208644,1376.99,"Mountain-200 Black, 46",Bikes,Mountain Bikes,Black,1251.98,Southwest,United States,North America,Warehouse,Satin Finish Company,Corpus Christi,Texas,United States,Michael Blythe,Sales Representative
SO51856,2019-08-28,594,435,281,4,3,338.99,1016.97,924.65,2019,3,8,August,Wednesday,35,92.32000000000005,9.077947235415012,338.99,"Mountain-500 Silver, 48",Bikes,Mountain Bikes,Silver,308.22,Southwest,United States,North America,Warehouse,Satin Finish Company,Corpus Christi,Texas,United States,Michael Blythe,Sales Representative
SO51856,2019-08-28,512,435,281,4,3,218.45,655.35,598.13,2019,3,8,August,Wednesday,35,57.22000000000003,8.731212329289697,218.45000000000002,"ML Mountain Frame-W - Silver, 42",Components,Mountain Frames,Silver,199.38,Southwest,United States,North America,Warehouse,Satin Finish Company,Corpus Christi,Texas,United States,Michael Blythe,Sales Representative
SO51867,2019-08-31,575,399,281,4,3,1430.44,4291.32,4445.81,2019,3,8,August,Saturday,35,-154.4900000000007,-3.6000577910759555,1430.4399999999998,"Touring-1000 Blue, 54",Bikes,Touring Bikes,Blue,1481.94,Southwest,United States,North America,Warehouse,Big Cycle Mall,Killeen,Texas,United States,Michael Blythe,Sales Representative
SO53583,2019-09-24,474,75,281,4,3,41.99,125.97,78.53,2019,3,9,September,Tuesday,39,47.44,37.65976026037946,41.99,"Women's Mountain Shorts, S",Clothing,Shorts,Black,26.18,Southwest,United States,North America,Warehouse,Paint Supply,Garland,Texas,United States,Michael Blythe,Sales Representative
SO53583,2019-09-24,525,75,281,4,3,158.43,475.29,433.78,2019,3,9,September,Tuesday,39,41.51000000000005,8.733615266468902,158.43,"LL Mountain Frame - Silver, 44",Components,Mountain Frames,Silver,144.59,Southwest,United States,North America,Warehouse,Paint Supply,Garland,Texas,United States,Michael Blythe,Sales Representative
SO53583,2019-09-24,531,75,281,4,3,149.87,449.61,410.36,2019,3,9,September,Tuesday,39,39.25,8.729788038522274,149.87,"LL Mountain Frame - Black, 42",Components,Mountain Frames,Black,136.79,Southwest,United States,North America,Warehouse,Paint Supply,Garland,Texas,United States,Michael Blythe,Sales Representative
SO53583,2019-09-24,517,75,281,4,3,31.58,94.74,70.12,2019,3,9,September,Tuesday,39,24.61999999999999,25.986911547392854,31.58,HL Mountain Seat/Saddle,Components,Saddles,Not Specified,23.37,Southwest,United States,North America,Warehouse,Paint Supply,Garland,Texas,United States,Michael Blythe,Sales Representative
SO53599,2019-09-26,559,201,281,4,3,12.14,36.42,26.96,2019,3,9,September,Thursday,39,9.46,25.97473915431082,12.14,Chain,Components,Chains,Silver,8.99,Southwest,United States,North America,Specialty Bike Shop,Unsurpassed Bikes,Dallas,Texas,United States,Michael Blythe,Sales Representative
SO53614,2019-09-28,355,21,281,4,3,1391.99,4175.97,3796.86,2019,3,9,September,Saturday,39,379.1100000000001,9.078369815875115,1391.99,"Mountain-200 Silver, 42",Bikes,Mountain Bikes,Silver,1265.62,Southwest,United States,North America,Warehouse,Chic Department Stores,Irving,Texas,United States,Michael Blythe,Sales Representative
SO53614,2019-09-28,290,21,281,4,3,818.7,2456.1,2241.6,2019,3,9,September,Saturday,39,214.5,8.733357762306095,818.6999999999999,"HL Mountain Frame - Silver, 42",Components,Mountain Frames,Silver,747.2,Southwest,United States,North America,Warehouse,Chic Department Stores,Irving,Texas,United States,Michael Blythe,Sales Representative
SO53614,2019-09-28,474,21,281,4,3,41.99,125.97,78.53,2019,3,9,September,Saturday,39,47.44,37.65976026037946,41.99,"Women's Mountain Shorts, S",Clothing,Shorts,Black,26.18,Southwest,United States,North America,Warehouse,Chic Department Stores,Irving,Texas,United States,Michael Blythe,Sales Representative
SO53614,2019-09-28,593,21,281,4,3,338.99,1016.97,924.65,2019,3,9,September,Saturday,39,92.32000000000005,9.077947235415012,338.99,"Mountain-500 Silver, 44",Bikes,Mountain Bikes,Silver,308.22,Southwest,United States,North America,Warehouse,Chic Department Stores,Irving,Texas,United States,Michael Blythe,Sales Representative
SO53614,2019-09-28,591,21,281,4,3,338.99,1016.97,924.65,2019,3,9,September,Saturday,39,92.32000000000005,9.077947235415012,338.99,"Mountain-500 Silver, 40",Bikes,Mountain Bikes,Silver,308.22,Southwest,United States,North America,Warehouse,Chic Department Stores,Irving,Texas,United States,Michael Blythe,Sales Representative
SO53614,2019-09-28,298,21,281,4,3,809.76,2429.28,2217.12,2019,3,9,September,Saturday,39,212.1600000000003,8.73345188697887,809.7600000000001,"HL Mountain Frame - Black, 42",Components,Mountain Frames,Black,739.04,Southwest,United States,North America,Warehouse,Chic Department Stores,Irving,Texas,United States,Michael Blythe,Sales Representative
SO53616,2019-09-28,258,3,281,4,3,202.33,606.99,613.88,2019,3,9,September,Saturday,39,-6.889999999999986,-1.135109309873307,202.33,"LL Road Frame - Black, 60",Components,Road Frames,Black,204.63,Southwest,United States,North America,Warehouse,Advanced Bike Components,Irving,Texas,United States,Michael Blythe,Sales Representative
SO53616,2019-09-28,481,3,281,4,3,5.39,16.17,10.09,2019,3,9,September,Saturday,39,6.080000000000002,37.600494743351895,5.390000000000001,"Racing Socks, M",Clothing,Socks,White,3.36,Southwest,United States,North America,Warehouse,Advanced Bike Components,Irving,Texas,United States,Michael Blythe,Sales Representative
SO53616,2019-09-28,430,3,281,4,3,356.9,1070.7,1082.83,2019,3,9,September,Saturday,39,-12.129999999999882,-1.1329037078546635,356.90000000000003,"ML Road Frame-W - Yellow, 40",Components,Road Frames,Yellow,360.94,Southwest,United States,North America,Warehouse,Advanced Bike Components,Irving,Texas,United States,Michael Blythe,Sales Representative
SO53621,2019-09-30,515,490,281,4,3,16.27,48.81,36.12,2019,3,9,September,Monday,40,12.690000000000005,25.99877074370007,16.27,LL Mountain Seat/Saddle,Components,Saddles,Not Specified,12.04,Southwest,United States,North America,Warehouse,Extraordinary Bike Works,Mesquite,Texas,United States,Michael Blythe,Sales Representative
SO53621,2019-09-30,592,490,281,4,3,338.99,1016.97,924.65,2019,3,9,September,Monday,40,92.32000000000005,9.077947235415012,338.99,"Mountain-500 Silver, 42",Bikes,Mountain Bikes,Silver,308.22,Southwest,United States,North America,Warehouse,Extraordinary Bike Works,Mesquite,Texas,United States,Michael Blythe,Sales Representative
SO53621,2019-09-30,513,490,281,4,3,218.45,655.35,598.13,2019,3,9,September,Monday,40,57.22000000000003,8.731212329289697,218.45000000000002,"ML Mountain Frame-W - Silver, 46",Components,Mountain Frames,Silver,199.38,Southwest,United States,North America,Warehouse,Extraordinary Bike Works,Mesquite,Texas,United States,Michael Blythe,Sales Representative
SO53621,2019-09-30,306,490,281,4,3,809.76,2429.28,2217.12,2019,3,9,September,Monday,40,212.1600000000003,8.73345188697887,809.7600000000001,"HL Mountain Frame - Black, 38",Components,Mountain Frames,Black,739.04,Southwest,United States,North America,Warehouse,Extraordinary Bike Works,Mesquite,Texas,United States,Michael Blythe,Sales Representative
SO53621,2019-09-30,514,490,281,4,3,63.9,191.7,141.86,2019,3,9,September,Monday,40,49.839999999999975,25.998956703182042,63.9,Rear Brakes,Components,Brakes,Silver,47.29,Southwest,United States,North America,Warehouse,Extraordinary Bike Works,Mesquite,Texas,United States,Michael Blythe,Sales Representative
SO53621,2019-09-30,517,490,281,4,3,31.58,94.74,70.12,2019,3,9,September,Monday,40,24.61999999999999,25.986911547392854,31.58,HL Mountain Seat/Saddle,Components,Saddles,Not Specified,23.37,Southwest,United States,North America,Warehouse,Extraordinary Bike Works,Mesquite,Texas,United States,Michael Blythe,Sales Representative
SO53621,2019-09-30,526,490,281,4,3,158.43,475.29,433.78,2019,3,9,September,Monday,40,41.51000000000005,8.733615266468902,158.43,"LL Mountain Frame - Silver, 48",Components,Mountain Frames,Silver,144.59,Southwest,United States,North America,Warehouse,Extraordinary Bike Works,Mesquite,Texas,United States,Michael Blythe,Sales Representative
SO55303,2019-10-23,255,166,281,4,3,202.33,606.99,613.88,2019,4,10,October,Wednesday,43,-6.889999999999986,-1.135109309873307,202.33,"LL Road Frame - Black, 58",Components,Road Frames,Black,204.63,Southwest,United States,North America,Warehouse,Fitness Toy Store,Garland,Texas,United States,Michael Blythe,Sales Representative
SO55303,2019-10-23,584,166,281,4,3,323.99,971.97,1030.95,2019,4,10,October,Wednesday,43,-58.98000000000002,-6.068088521250658,323.99,"Road-750 Black, 58",Bikes,Road Bikes,Black,343.65,Southwest,United States,North America,Warehouse,Fitness Toy Store,Garland,Texas,United States,Michael Blythe,Sales Representative
SO55303,2019-10-23,482,166,281,4,3,5.39,16.17,10.09,2019,4,10,October,Wednesday,43,6.080000000000002,37.600494743351895,5.390000000000001,"Racing Socks, L",Clothing,Socks,White,3.36,Southwest,United States,North America,Warehouse,Fitness Toy Store,Garland,Texas,United States,Michael Blythe,Sales Representative
SO55303,2019-10-23,287,166,281,4,3,202.33,606.99,613.88,2019,4,10,October,Wednesday,43,-6.889999999999986,-1.135109309873307,202.33,"LL Road Frame - Black, 52",Components,Road Frames,Black,204.63,Southwest,United States,North America,Warehouse,Fitness Toy Store,Garland,Texas,United States,Michael Blythe,Sales Representative
SO55303,2019-10-23,481,166,281,4,3,5.39,16.17,10.09,2019,4,10,October,Wednesday,43,6.080000000000002,37.600494743351895,5.390000000000001,"Racing Socks, M",Clothing,Socks,White,3.36,Southwest,United States,North America,Warehouse,Fitness Toy Store,Garland,Texas,United States,Michael Blythe,Sales Representative
SO55310,2019-10-25,483,292,281,4,3,72.0,216.0,134.64,2019,4,10,October,Friday,43,81.36000000000001,37.66666666666667,72.0,Hitch Rack - 4-Bike,Accessories,Bike Racks,Not Specified,44.88,Southwest,United States,North America,Specialty Bike Shop,Grease and Oil Products Company,Houston,Texas,United States,Michael Blythe,Sales Representative
SO55310,2019-10-25,545,292,281,4,3,24.29,72.87,53.93,2019,4,10,October,Friday,43,18.940000000000005,25.99149169754358,24.290000000000003,LL Road Pedal,Components,Pedals,Silver/Black,17.98,Southwest,United States,North America,Specialty Bike Shop,Grease and Oil Products Company,Houston,Texas,United States,Michael Blythe,Sales Representative
SO55310,2019-10-25,606,292,281,4,3,323.99,971.97,1030.95,2019,4,10,October,Friday,43,-58.98000000000002,-6.068088521250658,323.99,"Road-750 Black, 52",Bikes,Road Bikes,Black,343.65,Southwest,United States,North America,Specialty Bike Shop,Grease and Oil Products Company,Houston,Texas,United States,Michael Blythe,Sales Representative
SO55319,2019-10-28,527,94,281,4,3,158.43,475.29,433.78,2019,4,10,October,Monday,44,41.51000000000005,8.733615266468902,158.43,"LL Mountain Frame - Silver, 52",Components,Mountain Frames,Silver,144.59,Southwest,United States,North America,Value Added Reseller,Specialty Sports Store,Fort Worth,Texas,United States,Michael Blythe,Sales Representative
SO57034,2019-11-05,484,328,281,4,3,4.77,14.31,8.92,2019,4,11,November,Tuesday,45,5.390000000000001,37.6659678546471,4.7700000000000005,Bike Wash - Dissolver,Accessories,Cleaners,Not Specified,2.97,Southwest,United States,North America,Value Added Reseller,Totes & Baskets Company,San Antonio,Texas,United States,Michael Blythe,Sales Representative
SO57034,2019-11-05,583,328,281,4,3,1020.59,3061.77,3247.53,2019,4,11,November,Tuesday,45,-185.76000000000022,-6.067078846549552,1020.59,"Road-350-W Yellow, 48",Bikes,Road Bikes,Yellow,1082.51,Southwest,United States,North America,Value Added Reseller,Totes & Baskets Company,San Antonio,Texas,United States,Michael Blythe,Sales Representative
SO57034,2019-11-05,434,328,281,4,3,356.9,1070.7,1082.83,2019,4,11,November,Tuesday,45,-12.129999999999882,-1.1329037078546635,356.90000000000003,"ML Road Frame-W - Yellow, 44",Components,Road Frames,Yellow,360.94,Southwest,United States,North America,Value Added Reseller,Totes & Baskets Company,San Antonio,Texas,United States,Michael Blythe,Sales Representative
SO57034,2019-11-05,234,328,281,4,3,29.99,89.97,115.48,2019,4,11,November,Tuesday,45,-25.510000000000005,-28.353895743025458,29.99,"Long-Sleeve Logo Jersey, L",Clothing,Jerseys,Multi,38.49,Southwest,United States,North America,Value Added Reseller,Totes & Baskets Company,San Antonio,Texas,United States,Michael Blythe,Sales Representative
SO57034,2019-11-05,490,328,281,4,3,32.39,97.17,124.72,2019,4,11,November,Tuesday,45,-27.549999999999997,-28.352372131316244,32.39,"Short-Sleeve Classic Jersey, L",Clothing,Jerseys,Yellow,41.57,Southwest,United States,North America,Value Added Reseller,Totes & Baskets Company,San Antonio,Texas,United States,Michael Blythe,Sales Representative
SO57034,2019-11-05,580,328,281,4,3,1020.59,3061.77,3247.53,2019,4,11,November,Tuesday,45,-185.76000000000022,-6.067078846549552,1020.59,"Road-350-W Yellow, 40",Bikes,Road Bikes,Yellow,1082.51,Southwest,United States,North America,Value Added Reseller,Totes & Baskets Company,San Antonio,Texas,United States,Michael Blythe,Sales Representative
SO57034,2019-11-05,472,328,281,4,3,38.1,114.3,71.25,2019,4,11,November,Tuesday,45,43.05,37.664041994750654,38.1,"Classic Vest, M",Clothing,Vests,Blue,23.75,Southwest,United States,North America,Value Added Reseller,Totes & Baskets Company,San Antonio,Texas,United States,Michael Blythe,Sales Representative
SO57034,2019-11-05,488,328,281,4,3,32.39,97.17,124.72,2019,4,11,November,Tuesday,45,-27.549999999999997,-28.352372131316244,32.39,"Short-Sleeve Classic Jersey, S",Clothing,Jerseys,Yellow,41.57,Southwest,United States,North America,Value Added Reseller,Totes & Baskets Company,San Antonio,Texas,United States,Michael Blythe,Sales Representative
SO57128,2019-11-19,353,345,281,4,3,1391.99,4175.97,3796.86,2019,4,11,November,Tuesday,47,379.1100000000001,9.078369815875115,1391.99,"Mountain-200 Silver, 38",Bikes,Mountain Bikes,Silver,1265.62,Southwest,United States,North America,Warehouse,Genial Bike Associates,Humble,Texas,United States,Michael Blythe,Sales Representative
SO57128,2019-11-19,298,345,281,4,3,809.76,2429.28,2217.12,2019,4,11,November,Tuesday,47,212.1600000000003,8.73345188697887,809.7600000000001,"HL Mountain Frame - Black, 42",Components,Mountain Frames,Black,739.04,Southwest,United States,North America,Warehouse,Genial Bike Associates,Humble,Texas,United States,Michael Blythe,Sales Representative
SO57128,2019-11-19,558,345,281,4,3,242.99,728.97,539.45,2019,4,11,November,Tuesday,47,189.51999999999998,25.99832640575058,242.99,HL Crankset,Components,Cranksets,Black,179.82,Southwest,United States,North America,Warehouse,Genial Bike Associates,Humble,Texas,United States,Michael Blythe,Sales Representative
SO57128,2019-11-19,551,345,281,4,3,158.43,475.29,433.78,2019,4,11,November,Tuesday,47,41.51000000000005,8.733615266468902,158.43,"LL Mountain Frame - Silver, 40",Components,Mountain Frames,Silver,144.59,Southwest,United States,North America,Warehouse,Genial Bike Associates,Humble,Texas,United States,Michael Blythe,Sales Representative
SO57128,2019-11-19,591,345,281,4,3,338.99,1016.97,924.65,2019,4,11,November,Tuesday,47,92.32000000000005,9.077947235415012,338.99,"Mountain-500 Silver, 40",Bikes,Mountain Bikes,Silver,308.22,Southwest,United States,North America,Warehouse,Genial Bike Associates,Humble,Texas,United States,Michael Blythe,Sales Representative
SO57128,2019-11-19,361,345,281,4,3,1376.99,4130.97,3755.94,2019,4,11,November,Tuesday,47,375.0300000000002,9.07849730208644,1376.99,"Mountain-200 Black, 42",Bikes,Mountain Bikes,Black,1251.98,Southwest,United States,North America,Warehouse,Genial Bike Associates,Humble,Texas,United States,Michael Blythe,Sales Representative
SO57128,2019-11-19,597,345,281,4,3,323.99,971.97,883.74,2019,4,11,November,Tuesday,47,88.23000000000002,9.077440661748822,323.99,"Mountain-500 Black, 42",Bikes,Mountain Bikes,Black,294.58,Southwest,United States,North America,Warehouse,Genial Bike Associates,Humble,Texas,United States,Michael Blythe,Sales Representative
SO57134,2019-11-19,583,255,281,4,3,1020.59,3061.77,3247.53,2019,4,11,November,Tuesday,47,-185.76000000000022,-6.067078846549552,1020.59,"Road-350-W Yellow, 48",Bikes,Road Bikes,Yellow,1082.51,Southwest,United States,North America,Value Added Reseller,Swift Cycles,Houston,Texas,United States,Michael Blythe,Sales Representative
SO57134,2019-11-19,581,255,281,4,3,1020.59,3061.77,3247.53,2019,4,11,November,Tuesday,47,-185.76000000000022,-6.067078846549552,1020.59,"Road-350-W Yellow, 42",Bikes,Road Bikes,Yellow,1082.51,Southwest,United States,North America,Value Added Reseller,Swift Cycles,Houston,Texas,United States,Michael Blythe,Sales Representative
SO57134,2019-11-19,436,255,281,4,3,356.9,1070.7,1082.83,2019,4,11,November,Tuesday,47,-12.129999999999882,-1.1329037078546635,356.90000000000003,"ML Road Frame-W - Yellow, 48",Components,Road Frames,Yellow,360.94,Southwest,United States,North America,Value Added Reseller,Swift Cycles,Houston,Texas,United States,Michael Blythe,Sales Representative
SO57134,2019-11-19,374,255,281,4,3,1466.01,4398.03,4664.84,2019,4,11,November,Tuesday,47,-266.8100000000004,-6.066579809596579,1466.01,"Road-250 Black, 44",Bikes,Road Bikes,Black,1554.95,Southwest,United States,North America,Value Added Reseller,Swift Cycles,Houston,Texas,United States,Michael Blythe,Sales Representative
SO57137,2019-11-20,525,309,281,4,3,158.43,475.29,433.78,2019,4,11,November,Wednesday,47,41.51000000000005,8.733615266468902,158.43,"LL Mountain Frame - Silver, 44",Components,Mountain Frames,Silver,144.59,Southwest,United States,North America,Value Added Reseller,The Gear Store,Houston,Texas,United States,Michael Blythe,Sales Representative
SO57137,2019-11-20,475,309,281,4,3,41.99,125.97,78.53,2019,4,11,November,Wednesday,47,47.44,37.65976026037946,41.99,"Women's Mountain Shorts, M",Clothing,Shorts,Black,26.18,Southwest,United States,North America,Value Added Reseller,The Gear Store,Houston,Texas,United States,Michael Blythe,Sales Representative
SO57137,2019-11-20,231,309,281,4,3,29.99,89.97,115.48,2019,4,11,November,Wednesday,47,-25.510000000000005,-28.353895743025458,29.99,"Long-Sleeve Logo Jersey, M",Clothing,Jerseys,Multi,38.49,Southwest,United States,North America,Value Added Reseller,The Gear Store,Houston,Texas,United States,Michael Blythe,Sales Representative
SO57137,2019-11-20,597,309,281,4,3,323.99,971.97,883.74,2019,4,11,November,Wednesday,47,88.23000000000002,9.077440661748822,323.99,"Mountain-500 Black, 42",Bikes,Mountain Bikes,Black,294.58,Southwest,United States,North America,Value Added Reseller,The Gear Store,Houston,Texas,United States,Michael Blythe,Sales Representative
SO57137,2019-11-20,359,309,281,4,3,1376.99,4130.97,3755.94,2019,4,11,November,Wednesday,47,375.0300000000002,9.07849730208644,1376.99,"Mountain-200 Black, 38",Bikes,Mountain Bikes,Black,1251.98,Southwest,United States,North America,Value Added Reseller,The Gear Store,Houston,Texas,United States,Michael Blythe,Sales Representative
SO57137,2019-11-20,222,309,281,4,3,20.99,62.97,39.26,2019,4,11,November,Wednesday,47,23.71,37.65285056376052,20.99,"Sport-100 Helmet, Blue",Accessories,Helmets,Blue,13.09,Southwest,United States,North America,Value Added Reseller,The Gear Store,Houston,Texas,United States,Michael Blythe,Sales Representative
SO57137,2019-11-20,463,309,281,4,3,14.69,44.07,27.48,2019,4,11,November,Wednesday,47,16.59,37.64465622872702,14.69,"Half-Finger Gloves, S",Clothing,Gloves,Black,9.16,Southwest,United States,North America,Value Added Reseller,The Gear Store,Houston,Texas,United States,Michael Blythe,Sales Representative
SO57137,2019-11-20,598,309,281,4,3,323.99,971.97,883.74,2019,4,11,November,Wednesday,47,88.23000000000002,9.077440661748822,323.99,"Mountain-500 Black, 44",Bikes,Mountain Bikes,Black,294.58,Southwest,United States,North America,Value Added Reseller,The Gear Store,Houston,Texas,United States,Michael Blythe,Sales Representative
SO57137,2019-11-20,533,309,281,4,3,149.87,449.61,410.36,2019,4,11,November,Wednesday,47,39.25,8.729788038522274,149.87,"LL Mountain Frame - Black, 48",Components,Mountain Frames,Black,136.79,Southwest,United States,North America,Value Added Reseller,The Gear Store,Houston,Texas,United States,Michael Blythe,Sales Representative
SO57137,2019-11-20,544,309,281,4,3,48.59,145.77,107.88,2019,4,11,November,Wednesday,47,37.890000000000015,25.99300267544763,48.59,HL Mountain Pedal,Components,Pedals,Silver/Black,35.96,Southwest,United States,North America,Value Added Reseller,The Gear Store,Houston,Texas,United States,Michael Blythe,Sales Representative
SO57137,2019-11-20,477,309,281,4,3,2.99,8.97,5.6,2019,4,11,November,Wednesday,47,3.370000000000001,37.56967670011149,2.99,Water Bottle - 30 oz.,Accessories,Bottles and Cages,Not Specified,1.87,Southwest,United States,North America,Value Added Reseller,The Gear Store,Houston,Texas,United States,Michael Blythe,Sales Representative
SO57145,2019-11-22,295,435,281,4,3,818.7,2456.1,2241.6,2019,4,11,November,Friday,47,214.5,8.733357762306095,818.6999999999999,"HL Mountain Frame - Silver, 46",Components,Mountain Frames,Silver,747.2,Southwest,United States,North America,Warehouse,Satin Finish Company,Corpus Christi,Texas,United States,Michael Blythe,Sales Representative
SO57145,2019-11-22,593,435,281,4,3,338.99,1016.97,924.65,2019,4,11,November,Friday,47,92.32000000000005,9.077947235415012,338.99,"Mountain-500 Silver, 44",Bikes,Mountain Bikes,Silver,308.22,Southwest,United States,North America,Warehouse,Satin Finish Company,Corpus Christi,Texas,United States,Michael Blythe,Sales Representative
SO57145,2019-11-22,595,435,281,4,3,338.99,1016.97,924.65,2019,4,11,November,Friday,47,92.32000000000005,9.077947235415012,338.99,"Mountain-500 Silver, 52",Bikes,Mountain Bikes,Silver,308.22,Southwest,United States,North America,Warehouse,Satin Finish Company,Corpus Christi,Texas,United States,Michael Blythe,Sales Representative
SO57145,2019-11-22,533,435,281,4,3,149.87,449.61,410.36,2019,4,11,November,Friday,47,39.25,8.729788038522274,149.87,"LL Mountain Frame - Black, 48",Components,Mountain Frames,Black,136.79,Southwest,United States,North America,Warehouse,Satin Finish Company,Corpus Christi,Texas,United States,Michael Blythe,Sales Representative
SO57145,2019-11-22,591,435,281,4,3,338.99,1016.97,924.65,2019,4,11,November,Friday,47,92.32000000000005,9.077947235415012,338.99,"Mountain-500 Silver, 40",Bikes,Mountain Bikes,Silver,308.22,Southwest,United States,North America,Warehouse,Satin Finish Company,Corpus Christi,Texas,United States,Michael Blythe,Sales Representative
SO57145,2019-11-22,306,435,281,4,3,809.76,2429.28,2217.12,2019,4,11,November,Friday,47,212.1600000000003,8.73345188697887,809.7600000000001,"HL Mountain Frame - Black, 38",Components,Mountain Frames,Black,739.04,Southwest,United States,North America,Warehouse,Satin Finish Company,Corpus Christi,Texas,United States,Michael Blythe,Sales Representative
SO57145,2019-11-22,552,435,281,4,3,54.89,164.67,121.86,2019,4,11,November,Friday,47,42.80999999999999,25.99744944434323,54.88999999999999,Front Derailleur,Components,Derailleurs,Silver,40.62,Southwest,United States,North America,Warehouse,Satin Finish Company,Corpus Christi,Texas,United States,Michael Blythe,Sales Representative
